id,image_text
897,a man with glasses and a dead vs a man in a bar
898,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
899,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
900,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
901,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
902,a dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
903,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
904,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
905,a man in a green lantern costume pointing at another man in a green lantern costume.
906,a dead vs  dead
907,a man with a goat on his head vs a person standing in the middle of a tunnel
908,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
909,a dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
910,a dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
911,a dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
912,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
913,batman and bat vs batman and batman's face
914, dead vs spider and spider - man kissing
915,a spider and a dead vs spider and deadpool kissing
916,a dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
917,a dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
918,"a man in a city, "
919,a man with long hair and beards holding a sword.
920,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
921,a dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
922,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
923,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
924,a spider and a dead dead dead dead dead dead dead dead dead dead dead dead.
925,a cartoon character 
926,"the avengers avengers memes, avengers memes, avengers memes, person,."
927,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
928,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
929,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
930,a couple in front of a clock.
931,deadpool and deadpool deadpool deadpool deadpool deadpool deadpool dead.
932,a dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
933,a group of people with different faces vs the avengers avengers memes
934,a dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
935,two men in suits talking.
936,a man in sunglasses and a white shirt talking to another man in a white shirt.
937,a man holding a glass of wine.
938,a man with an oscar statue in the background.
939,a man drinking a glass.
940,a man with a cigarette in his mouth.
941,a man playing a violin vs a man with a dog on his shoulder
942,a man holding a glass of wine.
943,a man in an office.
944,leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo.
945,a man in a suit holding a gun.
946,two men sitting at a table.
947,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
948,two people in the snow vs a man with a camera
949,a man in a suit speaking into a microphone.
950,a man in a suit and tie sitting at a table with a glass of wine.
951,a man in a suit holding a drink.
952,a man holding a microphone.
953,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
954,a man with different expressions.
955,a comic strip strip strip strip comics comics comics comics comics comics comics comics comics comics.
956,a man in a suit and bow tie 
957,a man in a suit and a dead dead dead dead dead dead dead dead dead.
958,a man and woman in a car.
959,a man in a suit running towards an oscar statue.
960,a man holding a gun.
961,a young boy in a military uniform.
962,a man holding a glass of wine.
963,the mona mona mona mona mona mona mona mona mona mona mona mona mona mona mona.
964,a man talking on the phone.
965,two gold statues with
966,a man holding a gun.
967,a man with no car.
968,a man in a suit and tie.
969,a man and a woman 
970,a man in a suit with his arms outstretched.
971,a man with a smile on his face.
972,a man standing in front of a crowd.
973,a man 
974,a man in a suit and tie.
975,a man in a suit and tie.
976,a man sitting on a chair.
977,a bird 
978,a man in a suit and tie.
979,a man in a suit and tie.
980,a bear sitting on a bench.
981,a man swimming in the ocean.
982,two people sitting on the ground.
983,a man with a mustache and a man with a mustache.
984,leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo leonardo.
985,a man with a beard and beards.
986,a man in a suit and bow tie.
987,a man holding a bottle of beer.
988,a man with a soccer ball.
989,a man in a suit and tie.
990,a man wearing a hoodie and holding a bag.
991,a man with a beard.
992,a man with a long beard.
993,two men sitting in chairs talking.
994,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
995,a man in a suit holding a wine glass.
996,two men in tuxed tuxed tuxed tuxed tuxed tuxed tu.
997,a bunch of people 
998,a man in a suit holding a glass.
999,two men sitting at a table vs a black and white photo of a man with a beard
1000,a man in a police uniform.
1001,a man sitting on a couch.
1002,a man in a suit and tie.
1003,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
1004,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
1005,two people that are laughing.
1006,a man in a suit and tie.
1007,a man in a suit and tie.
1008,a man in a suit holding a trophy.
1009,a man in a suit and tie.
1010,a young man with blonde hair.
1011,a man in a trash can.
1012,a young man in a suit.
1013,two boys holding bowling balls.
1014,"two men in suits and ties, one is talking to the other man."
1015,two men in suits talking.
1016,a woman looking at the camera.
1017,a man in a suit holding a wine glass.
1018,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
1019,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
1020,a crowd of people at a concert.
1021,a young man 
1022,a dog on a bus.
1023,a man with a beard and glasses.
1024,a man in a white suit holding a microphone.
1025,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
1026,a man in a suit sitting on a couch.
1027,a man in a suit with a sword.
1028,president donald and first lady.
1029,two people walking down the street.
1030,a woman yelling at a man in an office.
1031,a man and woman looking at their phones.
1032,a man and woman sitting on a couch 
1033,two people standing in the street.
1034,a neon sign 
1035,two people standing in the street.
1036,two people hugging each other people.
1037,two people walking down the street.
1038,a man and woman walking together.
1039,a man and woman walking down the street.
1040,two people walking down the street.
1041,a man in a blue shirt and tie pointing at the camera.
1042,a man and woman lying in bed.
1043,a man and woman holding a baby.
1044,a man and a woman with
1045,a woman in a red dress vs a group of people walking down the street
1046,a woman in a spider suit.
1047,two women sitting at a table with a laptop.
1048,two people walking down the street.
1049,a man with glasses and a woman with glasses.
1050,a man with a beard and glasses vs a man in a car 
1051,a man with a beard and glasses.
1052,two people walking down the street.
1053,a woman walking down the street vs people walking down the street
1054,a man with a beard and a man with a beard and a man with a.
1055,a bald bald man pointing at the camera.
1056,a man in a star wars uniform.
1057,a man with a red and white background.
1058,a man in a suit and a woman in a suit and a man in a.
1059,a person holding a bottle.
1060,a man sitting in front of a tv screen.
1061,a man in a suit and tie.
1062,a man with his hands in the air.
1063,a man in a grey shirt.
1064,a man in a suit and tie.
1065,a man in a suit smoking a cigarette.
1066,a man in a grey suit with his hands up.
1067,a group of people laughing.
1068,a man in a suit sitting at a table.
1069,a man in a lab coat.
1070,a man in a white shirt.
1071,a man in a white shirt 
1072,a man in a white shirt 
1073,a man in a white shirt 
1074,a man with a cigarette in his mouth.
1075,a man sitting at a table.
1076,a man smoking a cigarette.
1077,a man in a suit and tie.
1078,a man in a suit with his hands out.
1079,a woman in a suit and a man in a suit 
1080,a man standing in front of a red background.
1081,a man with a cigarette in his mouth vs a white background 
1082,a baby in a car seat.
1083,two small dogs sitting next to each other dogs.
